ID;Name;Birthday;Films
2144;James Francis Ginty;1970-01-01;[[8665, Anatoly]]
2145;James Earl Jones;1931-01-17;[[9387, Thulsa Doom], [935, Lt. Lothar Zogg], [24227, Jake], [11586, Older Kokumo], [49948, Himself - Host], [87729, Madison Hemings], [9869, Adm. James Greer], [11, Voice of Darth Vader (voice)], [1891, Darth Vader (Voice)], [1669, Admiral James Greer], [8587, King Mufasa (voice)], [13490, Papa Jenkins]]
2146;Sandahl Bergman;1970-01-01;[[9387, Valeria], [9626, Queen Gedren]]
2147;Cassandra Gava;1970-01-01;[[9387, The Witch]]
2148;Ben Davidson;1970-01-01;[[9387, Rexor]]
2149;Gerry Lopez;1970-01-01;[[9387, Subotai], [291, Gerry Lopez]]
2150;Mako;1970-01-01;[[11817, Mr. Kojima], [9387, The Wizard / Narrator], [9610, ""Akiro 'The Wizard'""], [8011, Nakano], [5550, Kanemitsu], [978, Kungo Tsarong], [1273, Splinter (voice)], [47941, Nakomuri]]
2151;Valrie Quennessen;1970-01-01;[[9387, The Princess]]
2152;William Smith;1970-01-01;[[125263, Bo], [9387, ""Conan's Father""], [1880, Strelnikov]]
2153;Craig Bierko;1964-08-18;[[921, Max Baer], [13778, George Finney], [4257, Tom Ryan], [11412, Timothy], [1090, Douglas Hall/John Ferguson/David], [76489, Mac]]
2154;Bruce McGill;1950-07-11;[[104896, William], [921, Jimmy Johnston], [1538, Pedrosa], [9621, Bill Banyon], [10877, Frank Daniels], [38363, Jim Pavitt], [22803, Jonas Cantrell], [10327, Stanford Marks], [10377, Sheriff Farley], [168530, Lt. Brooks], [241554, Pat Mullen], [9889, Reverend Larson], [9008, Ron Motley], [4958, Walter Hagen], [4614, Gene Revell], [8831, Commander Eugene Matuzak]]
2155;David Huband;1970-01-01;[[921, Ford Bond], [16888, Frank]]
2156;Connor Price;1970-01-01;[[133805, ""Freddy 'Beak' Holt""], [921, Jay Braddock], [34341, Brandon Foley]]
2157;Ariel Waller;1970-01-01;[[921, Rosemarie Braddock]]
2158;Patrick Louis;1970-01-01;[[921, Howard Braddock]]
2159;Charlie Rowe;1970-01-01;[[42188, Young Tommy], [49852, The Prince / Nicholas Charles], [77951, Ricky (voice)]]
2160;Richard E. Grant;1957-05-05;[[3933, Barkis Bittern (voice)], [192134, Dickie Black], [6114, Dr. Jack Seward], [9292, Darwin Mayflower], [172391, Bradley (voice)], [24100, Frederick Sackville-Bagg], [49852, Father], [133931, Cecil (voice)]]
2161;Yuliya Vysotskaya;1970-01-01;[[49852, Mother / The Snow Fairy]]
2162;Jonny Coyne;1970-01-01;[[49852, Gnomad]]
2163;Shirley Henderson;1970-01-01;[[8435, Susannah / herself], [634, Jude], [9801, Jude], [39800, Joy], [1887, Aunt Sophie], [57120, Glory White], [11780, Morag], [44853, Annie], [49852, The Nutcracker (voice)], [46435, Leonora Braham (Yum-Yum)], [25312, Cleaner]]
2164;David McCullough;1933-07-07;[[4464, Narrator]]
2165;Gary L. Stevens;1970-01-01;[[4464, George Woolf]]
2166;Royce D. Applegate;1970-01-01;[[4464, Dutch Doogan]]
2167;Eddie Jones;1971-10-20;[[78373, Earl], [15983, Cassidy], [2621, Emmett McFadden], [4464, Samuel D. Riddle], [594, Salchak]]
2168;Chris McCarron;1970-01-01;[[4464, Charley Kurtsinger]]
2169;Helen Hunt;1963-06-15;[[2898, Carol Connelly], [10741, Samantha Stevens], [8358, Kelly Frears], [6071, Bev Kilmartin], [10647, Arlene McKinney], [10013, Beth Bodell], [43959, Cheri Hamilton], [2779, Betty Ann Fitzgerald], [113947, Cheryl Cohen Greene], [664, Dr. Jo Harding], [3981, Darcy McGuire]]
2170;Jami Gertz;1965-10-28;[[21014, Joanne Fiedler], [1547, Star], [664, Dr. Melissa Reeves]]
2171;Alan Ruck;1956-07-01;[[81220, Kessel], [27569, Pete Sutphen], [1637, Stephens], [8645, Principal], [664, ""Robert 'Rabbit' Nurick""]]
2172;Sean Whalen;1964-05-19;[[6552, McMacy], [209451, Engneer], [664, Allan Sanders]]
2173;Scott Thomson;1970-01-01;[[13342, Arnold], [664, ""Jason 'Preacher' Rowe""]]
2174;Todd Field;1970-01-01;[[125263, Jimmy], [345, Nick Nightingale], [30890, Crooner], [47889, Mike McCaslin], [664, ""Tim 'Beltzer' Lewis""], [49963, Frank]]
2175;Paul Sanchez;1970-01-01;[[27004, Cole], [8358, Ramon]]
2176;Lari White;1965-05-13;[[8358, Bettina Peterson], [45272, Hair Stylist]]
2177;Leonid Citer;1970-01-01;[[8358, Fyodor]]
2178;David Allen Brooks;1970-01-01;[[8358, Dick Peterson]]
2179;Semion Sudarikov;1970-01-01;[[8358, Nicolai]]
2180;Peter von Berg;1970-01-01;[[8358, Yuri]]
2181;Dmitri S. Boudrine;1970-01-01;[[8358, Lev]]
2182;Brittany Murphy;1977-11-10;[[65, Alex], [9603, Tai], [12103, Elisabeth Burrows], [10490, Lisa Swenson], [11229, Rhonda], [3558, Daisy Randone], [21765, Nelly (voice)], [9836, Gloria (voice)], [12090, Sarah McNerney], [14846, Stacy], [11091, Fay Forrester], [260947, Susan], [12079, Nikki], [26602, Dede Mulligan], [13551, Krista]]
2183;Magda Szubanski;1961-04-12;[[9447, Mrs. Esme Cordelia Hoggett], [9836, Miss Viola (voice)], [17043, Brozzie Drewitt]]
2184;Franka Potente;1974-07-22;[[1698, Paula], [4133, Barbara Buckley], [25428, Mia Lang], [104, Lola], [2501, Marie Helena Kreutz], [2502, Marie Helene Kreutz]]
2185;Gabriel Mann;1972-05-14;[[8976, Peter], [15992, Harrison Hobart], [9104, Pfc. Brian Knoll], [19366, Alan M.], [14578, Jack Wheeler], [2501, Danny Zorn], [2502, Danny Zorn], [11615, Zack Stemmons], [116584, Jack Pacheco]]
2186;John Bedford Lloyd;1970-01-01;[[2756, Jammer Willis], [2502, Teddy], [14256, Leontes]]
2187;Liesel Matthews;1970-01-01;[[9772, Alice Marshall]]
2188;Paul Guilfoyle;1949-04-28;[[9772, ""Chief of Staff Lloyd 'Shep' Shepherd""], [11306, Dr. Jeffrey Manko], [10658, Lieutenant Welker], [28902, Detective Jack Kay], [2118, Mickey Cohen], [12618, Dick Montoya], [10972, Bill Griggs], [9879, Malcolm Moldovsky]]
2189;Carl Reiner;1922-03-20;[[21765, Shep (voice)], [161, Saul Bloom], [298, Saul Bloom], [14662, Mickey], [17711, P.G. Biggershot]]
2190;Elliott Gould;1938-08-29;[[5902, Col. Robert Stout], [73, Murray], [11935, Robert Caulfield], [161, Reuben Tishkoff], [9448, Morton Shulman]]
2191;Freddie Fox;1970-01-01;[[52451, King Louis XIII of France], [228066, Finnegan]]
2192;Gabriella Wilde;1970-01-01;[[133805, Sue Snell], [226857, Jade Butterfield], [52451, Constance]]
2193;Selena Gomez;1992-07-22;[[146227, The Kid], [76492, Mavis (voice)], [159824, Mavis (voice)], [59860, Grace /  Cordelia Winthrop Scott], [38843, Beatrice ""Beezus"" Quimby], [244403, Kate], [122081, Faith]]
2194;Fran Drescher;1957-09-30;[[76492, Eunice (voice)], [159824, Eunice (voice)], [11959, Pamela Finklestein]]
2195;Cee Lo Green;1974-05-30;[[76492, Murray the Mummy (voice)], [88036, ""The girls' opening act""]]
2196;Patrick Dempsey;1966-01-13;[[4523, Robert Philip], [1646, Scott Casey], [10761, ""Thomas 'Tom' Bailey""], [6950, Jimbo Scott], [4234, Mark Kincaid], [11529, Andrew Hennings], [32856, Dr. Harrison Copeland]]
2197;Rachel Covey;1970-01-01;[[4523, Morgan Philip]]
2198;Jeff Bennett;1962-10-02;[[4523, Pip in Andalasia], [16690, Smee (Voice)]]
2199;Kevin Lima;1970-01-01;[[4523, Pip in New York]]
2200;Nora Arnezeder;1989-05-08;[[103620, Anna], [59961, Ana Moreau]]
2201;Fares Fares;1973-04-29;[[181283, Alexei Andreyev], [29920, Mahmoud], [59961, Vargas]]
2202;Jenna Dover;1970-01-01;[[59961, CIA Analyst]]
2203;Alice Evans;1971-08-02;[[10481, Chloe Simon], [71547, Kelly Vance]]
2204;Tim McInnerny;1970-01-01;[[10481, Alonzo], [262543, Vernon Conway], [58233, Patch Quartermain], [509, Max], [31174, William Catesby], [5072, Richard]]
2205;Gabourey Sidibe;1983-05-06;[[25793, Precious], [59108, Odessa Montero]]
2206;Stephen Henderson;1970-01-01;[[278316, Deacon Yancy], [59108, Lester]]
2207;Eli Wallach;1915-12-07;[[4967, Rabbi Ben Lewis], [322, Mr. Loonie - Liquor Store Owner], [242, Don Altobello], [429, Tuco], [9903, Noah Dietrich], [1581, Arthur Abbott], [11536, Guido], [33909, Julie Steinhardt]]
2208;Edward Burns;1968-01-29;[[2749, Jordy Warsaw], [6557, George], [10077, Travis Ryer], [94348, Tommy Kane], [10743, Jake Vig], [16643, Pete], [49527, Jack Dougherty], [6933, Jack Andrews], [20065, Michael Murphy], [11363, Mickey Fitzpatrick], [16388, Barry/Finbar McMullen], [1581, Ethan]]
2209;Miffy Englefield;1970-01-01;[[1581, Sophia]]
2210;Emma Pritchard;1970-01-01;[[1581, Olivia]]
2211;Sarah Parish;1970-01-01;[[1581, Hannah], [6961, TJ]]
2212;Gene Hackman;1930-01-30;[[5902, Maj. Gen. Stanislaw F. Sosabowski], [66, President Allen Richmond], [8916, General Mandible (voice)], [8007, Admiral Leslie McMahon Reigart], [8963, Captain Frank Ramsey], [9798, Edward ""Brill"" Lyle], [11306, Dr. Lawrence Myrick], [8012, Harry Zimm], [10833, William B. Tensy], [25388, Maj. William Sherman Foster], [1924, Lex Luthor], [8536, Lex Luthor], [11411, Lex Luthor], [592, Harry Caul], [37233, Avery Tolar], [1051, Det. Jimmy ""Popeye"" Doyle], [6073, Arnold Margolese], [12106, John Herod], [10393, Jimmy McGinty], [9428, Royal Tenenbaum], [33, Little Bill Daggett], [16784, Monroe ""Eagle"" Cole], [12160, Nicholas Earp], [3034, Blindman]]
2213;Regina King;1971-01-15;[[11247, Rhonda], [28121, Mia], [10708, Kim Hinton], [16300, Sontee Jenkins], [9798, Carla Dean], [10634, Dana Jones], [33644, Vanessa], [9390, Marcee Tidwell], [10327, Grace Rossiter], [9822, Cecily Banks], [10040, Sam Fuller], [34563, Angela], [8291, Iesha], [1677, Margie Hendricks], [9906, Kreela], [15250, Lisa Whitfield Moore]]
2214;Lisa Bonet;1967-11-16;[[9798, Rachel Banks], [243, Marie DeSalle]]
2215;John Krasinski;1979-10-20;[[300671, Jack Silva], [222936, John ""Woody"" Woodside], [19255, Burt Farlander], [78698, Adam Carlson], [22897, Harley], [25, Corporal Harrigan], [4942, Carter Rutherford], [2959, Ben Murphy], [133694, Dustin Noble], [49022, Ethan], [64328, John Krasinski]]
2216;Lake Bell;1979-03-24;[[84178, Lou], [22897, Agness Adler], [198185, Brenda Paauwe], [192141, Annie Dwyer], [41630, Lucy], [13160, Ashley], [13150, Megan Egan], [328111, Chloe (voice)], [9029, Tipper]]
2217;Mary Kay Place;1947-09-23;[[13600, Mrs. Murdo], [22897, Joanne], [15708, Sister Gladys Davis], [7301, Sally], [16471, Lorraine], [302579, Madame Celeste], [12637, Bernice Bennett], [10765, Pvt. Mary Lou Glass], [11529, Pearl Smooter], [11975, Dot Black]]
2218;Rita Wilson;1956-10-26;[[14112, Anne Crane], [22897, Trisha], [9279, Liz Langston], [302688, Anna], [22949, Gloria Lawrence], [14024, Francis Fletcher], [4806, Ellie Graham], [299145, Sheila], [64678, Vivian Sargent], [12220, Rachel]]
2219;Alexandra Wentworth;1965-01-12;[[22897, Diane], [1542, Anne]]
2220;Hunter Parrish;1987-05-13;[[7870, Kris], [1646, Ben], [22897, Luke Adler], [284293, Tom Howland]]
2221;Zoe Kazan;1983-09-09;[[22897, Gabby Adler], [12404, Gretta Alder], [57120, Millie Gately], [10317, LeBlanc], [44770, Ivy]]
2222;Al Pacino;1940-04-25;[[3489, Jack Gramm], [9563, ""Tony D'Amato""], [11062, Mayor John Pappas], [256924, Danny Collins], [8592, Big Boy Caprice], [9366, ""Benjamin 'Lefty' Ruggiero""], [8046, Starkman], [9504, Ricky Roma], [320, Will Dormer], [71880, Al Pacino], [373314, Abrams], [298, Willie Banks], [11458, Eli Wurman], [13389, Rooster], [111, Tony Montana], [12150, Frank Keller], [1813, John Milton], [238, Michael Corleone], [240, Don Michael Corleone], [242, Don Michael Corleone], [9008, Lowell Bergman], [11162, Shylock], [74536, Detective Stanford]]
2223;Ashton Kutcher;1978-02-07;[[8976, Oliver Martin], [10741, Fisher], [10472, Jim Morrison], [8859, Jesse], [11638, Simon Green], [12090, Tom Leezak], [37821, Spencer Aimes], [2830, Tom Stansfield], [62838, Randy], [41630, Adam Franklin], [7484, Elliot (voice)], [13503, George Durham], [1954, Evan Treborn], [9029, Jack Fuller]]
2224;Debra Messing;1968-08-15;[[5966, Lisa Kramer], [9689, Lori], [1950, Suzanne Offer], [7484, Beth (voice)], [20065, Kate Scott], [2637, Mary Klein], [6961, Kat Ellis], [13972, Edie Cohen]]
2225;Georgia Engel;1948-07-28;[[7484, Bobbie (voice)], [11812, Vera]]
2226;Gordon Tootoosis;1970-01-01;[[4476, One Stab], [7484, Gordy (voice)]]
2227;Ashley Judd;1968-04-19;[[7547, Lucy Fowler], [15237, Linda Porter], [157350, Natalie Prior], [9583, Younger Vivi Abbott Walker], [62837, Lorraine Nelson], [227735, Lorraine Nelson], [10398, Elizabeth ""Libby"" Parsons], [18681, Joanna Eris], [1360, Tina Modotti], [11560, Claire Chapman], [9437, Kate McTiernan], [47889, Ruby Lee Gissing], [22796, Rebecca Wenteworth], [12658, Jane Goodale], [10564, Lexie Coop]]
2228;Eva Mattes;1970-01-01;[[853, Mother Filipov]]
2229;Gabriel Thomson;1970-01-01;[[853, Sacha Filipov]]
2230;Matthias Habich;1970-01-01;[[853, General Paulus], [1591, Skind]]
2231;Alexander Schwan;1970-01-01;[[853, Young Vassili Zaitsev]]
2232;William Lucking;1970-01-01;[[77866, Bud Farraday], [10388, Warehouse Foreman], [8987, Frank], [10159, Walker]]
2233;Stuart F. Wilson;1970-01-01;[[10159, Swenson]]
2234;Dennis Keiffer;1970-01-01;[[10159, Naylor]]
2235;F. Murray Abraham;1939-10-24;[[279, Antonio Salieri], [711, Prof. Robert Crawford], [9593, John Practice], [10208, Noah], [9644, Harold Leacher], [111, Omar Suarez], [200, ""Ad'har Ru'afo""], [45881, Viceroy of Peru], [120467, Mr. Moustafa], [9378, Cyrus Kriticos]]
2236;Art Carney;1918-11-04;[[11495, Irv Manders], [9593, Frank]]
2237;Frank McRae;1970-01-01;[[28932, Lincoln Dombrowsky], [9593, Lieutenant Dekker], [709, Sharkey], [9644, Captain Doyle]]
2238;Tom Noonan;1970-01-01;[[291270, Everyone Else (voice)], [9593, Ripper / Tommy Noonan], [14054, Mr. Chervenick], [4960, Sammy Barnathan], [2900, Jackson McLaren], [25983, Mr. Ulman]]
2239;Anthony Quinn;1915-04-21;[[41317, Zulffiqar], [9593, Tony Vivaldi], [947, Auda abu Tayi], [26843, Omar Mukhtar], [56930, Ricky Vegas]]
2240;Mercedes Ruehl;1970-01-01;[[2280, Mrs. Baskin], [9593, Irene Madigan], [177, Anne Napolitano]]
2241;Austin O'Brien;1981-05-11;[[9593, Danny Madigan], [10163, Peter Parkette]]
2242;Robert Prosky;1970-01-01;[[687, Hilton Barber], [17709, Inspector Fenwick], [928, Grandpa Fred], [10410, Billy Flynn], [9593, Nick], [9770, Lou Potts], [788, Jonathan Lundy], [10533, Horace Stonehall]]
2243;Gong Li;1965-12-31;[[844, Su Li-Zhen], [259943, Feng Wanyu], [1494, Empress Phoenix], [1248, Lady Murasaki], [1904, Hatsumomo], [381902, Lady White]]
2244;Youki Kudoh;1970-01-01;[[1904, Pumpkin], [10219, Hatsue Imada Miyamoto]]
2245;Tsai Chin;1970-01-01;[[1904, Auntie]]
2246;Suzuka Ohgo;1970-01-01;[[1904, Chiyo]]
2247;Navia Nguyen;1970-01-01;[[1904, Izuko]]
2248;Koji Yakusho;1970-01-01;[[36095, Kenichi Takabe], [1904, Nobu]]
2249;Kaori Momoi;1970-01-01;[[1904, Mother]]
2250;Lucas Black;1982-11-29;[[21355, Jimmy Blevins], [31306, ""Peter Joseph 'Peejoe' Bullis""], [44718, Buddy], [31908, Burt DeLaughter], [25, Kruger], [22894, Jeep Hanson], [133694, Paul Geary], [12498, Frank Wheatley], [9615, Sean Boswell]]
2251;Nathalie Kelley;1985-03-03;[[9615, Neela]]
2252;Shad Moss;1970-01-01;[[19084, D.J. Johnson], [21972, Calvin Cambridge], [41382, Kevin Carson], [14544, ""Xavier 'X' Smith""], [9615, Twinkie]]
2253;Leonardo Nam;1970-01-01;[[9615, Morimoto], [10188, Brian McBrian]]
2254;Brian Goodman;1970-01-01;[[9615, Major Boswell]]
2255;Zachery Ty Bryan;1981-10-09;[[9615, Clay], [29078, Harry Keough], [7341, Eric Stark]]
2256;Nikki Griffin;1970-01-01;[[6519, Katie Johnson], [9615, ""Cindy (Clay's Girlfriend)""]]
2257;Jason Tobin;1970-01-01;[[14290, Virgil Hu], [326284, Liam], [9615, Earl]]
2258;Ashley Jensen;1970-01-01;[[51052, Bryony (voice)]]
2259;Marc Wootton;1970-01-01;[[51052, Peter (voice)]]
2260;Eva Longoria;1975-03-15;[[51052, Chief De Silva (voice)], [116977, Lady X], [96399, Tulita], [7873, Sylvia], [13160, Kate], [5820, Jill Marin], [68202, Rosalba]]
2261;Ramona Marquez;1970-01-01;[[51052, Gwen (voice)], [74534, ""Madge's Grandchild""], [45269, Princess Margaret]]
2262;Claire Forlani;1972-07-01;[[9989, Alice Poulson], [549, Gina Cardinale], [24747, Mary Malone Jones], [10571, Jennifer Burrows], [2312, Solana], [2293, Brandi Svenning], [297, Susan Parrish], [9824, Monica], [32235, Mrs. Hadfield], [11546, Katrina], [34941, Joan], [10610, Nicole James]]
2263;Marcia Gay Harden;1959-08-14;[[9310, First Lady], [268171, Lydia Bancroft], [216015, Dr. Grace Trevelyan-Grey], [9574, Dr. Sara Jean Reynolds], [5915, Billie McCandless], [297, Allison Parrish], [11820, Nancy Abbey], [322, Celeste Boyle], [12509, Lee Krasner], [5551, Sara Holland], [10535, Miss Cheevus], [13551, Melora], [2925, Dr. Leslie Rosen], [9903, Edith Irving], [5876, Mrs. Carmody], [16784, Grace Sutherland]]
2264;Jake Weber;1970-01-01;[[924, Michael], [22314, Daniel Connelly], [297, Drew], [14745, Robert Hartley], [3536, Lt. Hirsch]]
2265;David S. Howard;1970-01-01;[[297, Eddie Sloane]]
2266;Lois Kelly-Miller;1970-01-01;[[297, Jamaican Woman]]
2267;Jahnni St. John;1970-01-01;[[297, ""Jamaican Woman's Daughter""]]
2268;Richard Clarke;1970-01-01;[[297, ""The Parrish's Butler""]]
2269;Francesca Neri;1970-01-01;[[9884, Selena Perrini]]
2270;Lindsay Frost;1970-01-01;[[9884, Anne Brewer]]
2271;Tyler Posey;1991-10-18;[[9884, Mauro], [7303, Ty Ventura], [11978, Boy (uncredited)]]
2272;Roy Scheider;1932-11-10;[[16858, Joe Gideon], [578, Police Chief Martin Brody], [579, Police Chief Martin Brody], [2088, Don Falcone], [38985, Jackie Scanlon / ""Juan Dominguez""], [1051, Det. Buddy ""Cloudy"" Russo], [7220, Frank Castle, Sr.], [11975, Wilfred Keeley]]
2273;Jessica Lange;1949-04-20;[[16858, Angelique], [587, Older Sandra Bloom], [1598, Leigh Bowden], [24356, Nina Veronica], [11780, Mary MacGregor], [284536, Roberta], [11027, Cora Papadakis], [72570, Rita Thornton], [9576, Julie Nichols]]
2274;Leland Palmer;1970-01-01;[[16858, Audrey Paris]]
2275;Ann Reinking;1970-01-01;[[16858, Kate Jagger]]
2276;Ben Vereen;1946-10-10;[[16858, ""O'Connor Flood""], [13816, Percy Senior]]
2277;Cliff Gorman;1970-01-01;[[16858, Davis Newman], [4816, Sonny Valerio]]
2278;Erzsebet Foldi;1970-01-01;[[16858, Michelle]]
2279;Michael Tolan;1970-01-01;[[16858, Dr. Ballinger]]
2280;Max Wright;1970-01-01;[[16858, Joshua Penn]]
2281;William LeMassena;1970-01-01;[[16858, Jonesy Hecht]]
2282;Lily Collins;1989-03-18;[[59965, Karen Murphy], [62764, Snow White], [38321, Lucy Pace], [22881, Collins Tuohy], [123553, Clary Fray]]
2283;Martin Klebba;1969-06-23;[[116977, General X / Kaptain Krispy], [218043, Melvin Weir], [62764, Butcher]]
2284;Jordan Prentice;1970-01-01;[[8321, Jimmy], [62764, Napoleon]]
2285;Mark Povinelli;1971-08-09;[[62764, Half Pint]]
2286;Joe Gnoffo;1970-01-01;[[62764, Grub]]
2287;Sebastian Saraceno;1970-01-01;[[62764, Wolf]]
2288;Michael Cera;1988-06-07;[[4912, Chuck], [15544, Fred], [10559, Gordy Jr. (10 Years)], [7326, Paulie Bleeker], [12182, Nick], [223702, Barry (voice)], [22538, Scott Pilgrim], [8363, Evan], [109414, Michael Cera], [17610, Oh], [22327, Nick Twisp]]
2289;Kieran Culkin;1982-09-30;[[772, Fuller McCallister], [9685, ""Jason 'Igby' Slocumb, Jr.""], [44754, Paul], [10413, ""Mike 'Mookie' Anderson""], [22538, Wallace Wells], [10314, Simon Boggs], [16857, Tim Sullivan], [9821, Kevin ""Freak"" Dillon]]
2290;Anna Kendrick;1985-08-09;[[40807, Katherine McKay], [172533, Jill], [77016, Janet Taylor], [244534, Jenny], [224141, Cinderella], [77174, Courtney Babcock (voice)], [114150, Beca Mitchell], [254470, Beca Mitchell], [22538, Stacey Pilgrim], [206296, Cathy Hiatt], [22947, Natalie Keener], [76494, Rosie Brennan]]
2291;Alison Pill;1985-11-27;[[11132, Ella], [10913, Susan], [10139, Anne Kronenberg], [1550, Beth Burns], [22538, Kim Pine], [110415, Teacher], [81836, Lillian]]
2292;Jason Schwartzman;1980-06-26;[[87093, Ruben], [10315, Ash (voice)], [20829, Mark Taylor Jackson], [1599, Albert Markovski], [1887, Louis XVI], [11545, Max Fischer], [140823, Richard Sherman], [22538, Gideon Gordon Graves], [2610, Jeremy Kraft], [20009, Ethan Dulles], [12079, Ross]]
2293;Ellen Wong;1970-01-01;[[22538, Knives Chau]]
2294;Satya Bhabha;1970-01-01;[[22538, Matthew Patel]]
2295;Hilary Swank;1974-07-30;[[9282, Buzzy], [226, Brandon Teena], [1646, Erin Gruwell], [320, Ellie Burr], [70, Maggie Fitzgerald], [6023, Holly], [9676, Madeleine Linscott], [9341, Maj. Rebecca Childs], [264656, Mary Bee Cuddy], [1683, Katherine]]
2296;DJ Qualls;1978-06-10;[[23706, Howard], [72913, Zeke], [10476, Shelby], [9285, Kyle Edwards], [95755, Artie], [9341, ""Theodore Donald 'Rat' Finch""], [10985, Dizzy Harrison / Gil Harris]]
2297;Christopher Shyer;1970-01-01;[[16643, Mark Laughlin], [9341, Dave Perry]]
2298;Ray Galletti;1970-01-01;[[11637, Car Dealer], [9341, Paul]]
2299;Janet Jackson;1966-05-16;[[44944, Jo / Red], [12107, Denise Gaines], [8291, Justice], [35688, Patricia], [17202, Patricia]]
